,_id,brewery,name,category,style,updated,abv,description,ibu,srm,upc
548,beer_Big_Island_Porter,Green Mill Brewing - Saint Paul,Big Island Porter,Irish Ale,Porter,2010-07-22 20:00:20,,,,,
549,beer_Big_Kahuna_Brown,Sharktooth Brewing,Big Kahuna Brown,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
550,beer_Big_Mac,Michigan Brewing,Big Mac,North American Lager,American-Style Lager,2010-07-22 20:00:20,5,"Made popular in the 19th century in Dortmunder, Germany, these pale golden lagers exhibit a classic clean character with notes of biscuity malts. Bitterness is akin to a German Pilsner with an aromatic aroma. Mouthfeel is firm and even, with an overall dry tone.",,,
551,beer_Big_Nasty_Porter,Richbrau Brewing Company,Big Nasty Porter,Irish Ale,Porter,2010-07-22 20:00:20,6.4,This dark brown porter has more bark than bite. It is actually fairly sweet and fruity with a nutty/chocolate flavor as well. Highly recommended.,,,
552,beer_Big_Porch_Ale,Bell's Brewery Inc.,Big Porch Ale,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,5.8,"This beer is brewed especially for the Grand Hotel located on Mackinaw Island, Michigan.",,,
553,beer_Big_Red_Imperial_Red_Ale,Southern Tier Brewing Co,Big Red Imperial Red Ale,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,9.5,,,,
554,beer_Big_Shot_Espresso_Stout,Twisted Pine Brewing Company,Big Shot Espresso Stout,,,2010-07-22 20:00:20,,"A favorite of many coffee-loving beer drinkers, Big Shot Espresso Stout boasts about a shot of espresso in every pint. Twisted Pine teamed up with popular Amante Coffee in Boulder to produce what Amante co-owner and founder Greg Buchheister calls ""the most perfectly balanced buzz."" The earthy, dark chocolate flavors of the Amante Espresso blend to the flawless balance of the beer.",,,
555,beer_Big_Shot_Seasonal_Ale,New Belgium Brewing,Big Shot Seasonal Ale,Irish Ale,Porter,2010-07-22 20:00:20,,,,,
556,beer_Big_Slick_American_Barleywine_Ale,Midnight Sun Brewing Co.,Big Slick American Barleywine Ale,North American Ale,American-Style Barley Wine Ale,2010-07-22 20:00:20,11.9,"This kick ass American Barley Wine is all about hops âNugget, Chinook, Simcoe and Centennial. And, yeah, LoTs of âem. OKâ¦thereâs a substantial malt base on which these juicy Pacific NW hops lie down and do their dirty work. Maybe thatâs too much infoâ¦",,,
557,beer_Big_Sound_Scotch_Ale,Cigar City Brewing,Big Sound Scotch Ale,British Ale,Scotch Ale,2010-07-22 20:00:20,8.5,"Big Sound Scotch Ale is dedicated to our good buddy Gino, the most punk rock bagpiper you'll ever meet, and the rest of the men and women of Tampa Bay Pipes and Drums. Brown in color, Big Sound has huge notes of dark sweet toffee with underlying mild notes of coffee in the aroma. The flavor starts with a slight note of cherry and then opens into a Goliath of a malt character with notes of dark sweet toffee, slight hints of coffee and mild notes of toasted bread in the finish. Big Sound Scotch Ale pairs well with Haggis, Highland Games, Huge Heads and Enormous Pillows and of course Bagpipe music.",,,
558,beer_Big_Swede_Swedish-Style_Imperial_Stout,Viking Brewing,Big Swede Swedish-Style Imperial Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
559,beer_Big_Swell_IPA,Maui Brewing Co.,Big Swell IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6.2,"India Pale Ale was developed in Burton, England, as a ""Super-Premium"" hoppy pale ale around 1800. The extra strength in alcohol and hops helped preserve the beer on its long export journeys to India and beyond. The style developed a following worldwide. Its flavor begins with a smooth, malty creaminess followed with a big burst of dry-hop flavor from English Kent Golding Hops. It then finishes with a lingering yet pleasant bitterness.",,,
560,beer_Big_Woody_Lager,Brew Kettle Taproom & Smokehouse BOP,Big Woody Lager,,,2010-07-22 20:00:20,,,,,
561,beer_Bikini_Blonde_Lager,Maui Brewing Co.,Bikini Blonde Lager,,,2010-07-22 20:00:20,3.8,"Our lightest beer, made from 100% malted barley. This blonde lager is what sailors really swam to shore for; it's light, with very little bitterness and a slight malt finish.",,,
562,beer_Billings_IPA,Montana Brewing,Billings IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,,,,,
563,beer_Billtown_Blonde,Bullfrog Brewery,Billtown Blonde,,,2010-07-22 20:00:20,6,"This lightly colored ale has a delicate floral aroma and flavor reminiscent of Williamsports first breweries, clean and crisp with just a touch of lingering sweetness leading to a dry, balanced finish.",,,
564,beer_Bill_Old_Ale,Lafayette Brewing,Bill Old Ale,British Ale,Old Ale,2010-07-22 20:00:20,,,,,
565,beer_Bill_Payer_Ale_/_BPA,Nodding Head Brewpub,Bill Payer Ale / BPA,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
566,beer_Biloxi_Blonde,Coast Brewing,Biloxi Blonde,,,2010-07-22 20:00:20,,,,,
567,beer_Biloxi_Light,Coast Brewing,Biloxi Light,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
568,beer_Birch_Wood_Ale,Northwoods Brewpub Grill,Birch Wood Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
569,beer_Bird_of_Prey_IPA,Flying Bison Brewing,Bird of Prey IPA,British Ale,English-Style India Pale Ale,2010-07-22 20:00:20,8.26,Our true English style IPA. Bready English Malt gives this beer a firm backbone to hang truckloads of East Kent Golding Hops on. Available on draft at the brewery and select âBeer Geek Barsâ Feb. March April (if it lasts that long).,,,
570,beer_Birell,Coopers Brewery,Birell,North American Lager,American-Style Light Lager,2010-07-22 20:00:20,0.5,"Birell has all the hallmarks of a great premium beer, rich colour, full malty flavour and the ability to quench a thirst, with one important difference - virtually no alcohol. 

Brewed under license in Australia by Coopers, Birell is made using only the finest Australian malted barley, hops and yeast, with no artificial additives or preservatives.

Coopers Birell may be found in most supermarkets (375ml bottles or cans).",,,
571,beer_Birra_Canadeo_/_Gridiron_Gold,Titletown Brewing,Birra Canadeo / Gridiron Gold,,,2010-07-22 20:00:20,,,,,
572,beer_Birra_Moretti_La_Rossa,Birra Moretti,Birra Moretti La Rossa,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,7.2,"Birra Moretti La Rossa is a double boch beer produced using high quality 100% malted barley, giving it a rich sweet taste and an intense fragrance of roasted malt. The amber color that characterizes the beer, comes from the kind of malt used in the recipe (malt is dried, roasted barley). Another key ingredient is hops, the variety used is particularly aromatic, giving a characteristic bitter aftertaste and a delicate fragrance to the beer. The Master Brewers advise a service temperature between 10Â° and 12Â° C.",,,
573,beer_Biscotti,Lift Bridge Brewery,Biscotti,Belgian and French Ale,Belgian-Style Dark Strong Ale,2010-07-22 20:00:20,7,"We drew inspiration from Steveâs Grandmotherâs holiday biscotti recipe to create this one of a kind brew. By utilizing an array of malts, oats, wheat, pure local honey, light European hops and delicately spicing with Grains of Paradise, Madagascar vanilla beans, whole star anise, all brought together with traditional Belgian yeast, the result is a cloudy, deep copper colored, complex experience. This delight to the senses should be served in a 12 ounce footed glass and allowed to warm to 50 degrees to fully gather the malt and spice spectrum.",,,
574,beer_Bishops_Finger_Kentish_Strong_Ale,Shepherd Neame,Bishops Finger Kentish Strong Ale,,,2010-07-22 20:00:20,5.4,,,,
575,beer_Bison_Brown,Gaslight Brewery,Bison Brown,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,5,,,,
576,beer_Bison_Brown_Ale,Little Apple Brewing,Bison Brown Ale,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
577,beer_Bison_Chocolate_Stout,Bison Brewing,Bison Chocolate Stout,,,2010-07-22 20:00:20,,"""This richly textured, roasty dry stout has a boost of bitter and charismatic flavor from the addition of cocoa powder in the mash. We blend five unique organic malts to create Bison's most award winning beer."" from http://bisonbrew.com/chocolate-stout.asp

And I concur.  This is a relatively mild stout, with a malty rich flavor.  Adding this to my list of preferred beers.",,,
578,beer_Bistro_Blonde,Walldorff Brew Pub,Bistro Blonde,North American Ale,Golden or Blonde Ale,2010-07-22 20:00:20,4.2,An easy drinking ale that goes well with our food offerings.  Also a great introduction to the world of craft brewing.,,,
579,beer_Bitter,Top of the Hill Restaurant and Brewery,Bitter,,,2010-07-22 20:00:20,,,,,
580,beer_Bittersweet_Lenny_R.I.P.A.,Shmaltz Brewing Company,Bittersweet Lenny R.I.P.A.,North American Ale,Imperial or Double India Pale Ale,2010-07-22 20:00:20,10,"Ladies and Gentlemen, Shmaltz Brewing Co. is proud to introduce Bittersweet Lenny's R.I.P.A. Brewed with an obscene amount of malts and hops. Shocking flavors - far beyond contemporary community standards. We cooked up the straight dope for the growing minions of our nation's Radical Beer junkies. Judges may not be able to define ""Radical Beer,"" but you'll damn well know it when you taste it. Bruce died, officially declared a pauper by the State of California, personally broken and financially bankrupt simply for challenging America's moral hypocrisies with words. The memorial playbill read: ""Yes, we killed him. Because he picked on the wrong god."" -Directed by, the Courts, the Cops, the Church... and his own self-destructive super ego. Like Noah lying naked and loaded in his tent after the apocalyptic deluge: a witness, a patron saint, a father of what was to come. Sick, Dirty, Prophetic Lenny: a scapegoat, a martyr, a supreme inspiration.",,,
581,beer_Bitter_Amber,Tivoli Brewing,Bitter Amber,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,,,,,
582,beer_Bitter_American,21st Amendment Brewery Cafe,Bitter American,British Ale,Special Bitter or Best Bitter,2010-07-22 20:00:20,3.6,"An American session beer. Loaded with hop character and a malty presence, but lower in alcohol.",,,
583,beer_Bitter_and_Twisted,Harviestoun Brewery,Bitter and Twisted,,,2010-07-22 20:00:20,3.8,,,,
584,beer_Bitter_Woman_From_Hell_Extra_IPA,Tyranena Brewing,Bitter Woman From Hell Extra IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,,,,,
585,beer_Bitter_Woman_in_the_Rye,Tyranena Brewing,Bitter Woman in the Rye,Other Style,American Rye Ale or Lager,2010-07-22 20:00:20,,,,,
586,beer_Bitter_Woman_IPA,Tyranena Brewing,Bitter Woman IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,5.75,"Lest we forget Aunt Cal, an early resident of Lake Mills.  Local history remembers her for blindly running into a hitching post and saying, ""Excuse me, Dr. Dodge!""  It was said that she was an old sweetheart of the famous American poet, Henry Wadsworth Longfellow.  And she still had the love letters to prove it!  Sadly, Aunt Cal never wed.  We brewed our Bitter Woman IPA the way we imagine Aunt Cal may have been, very fruity and intensely bitter.  So lift up a pint of Bitter Woman IPA and toast Aunt Cal and the bitter woman you know.  Cheers!

Bitter Woman IPA is our Wisconsin variation of an India Pale Ale.  This beer is intensely bitter with a mighty hop flavor and aroma.",,,
587,beer_BJ's_Annual_Grand_Cru,BJ's Restaurant and Brewery,BJ's Annual Grand Cru,Belgian and French Ale,Belgian-Style Pale Strong Ale,2010-07-22 20:00:20,10,,,,
588,beer_Blackbeary_Wheat,Long Trail Brewing Co,Blackbeary Wheat,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,4,"Light & refreshing with a hint of blackberry at the finish makes this beer a real thirst quencher. For the health conscious, Blackbeary Wheat has less than 6 grams of carbs and contains 0 fat.",,,
589,beer_Blackberry,Wild River Brewing and Pizza - Cave Junction,Blackberry,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,,,,,
590,beer_Blackberry_Ale,Flat Branch Pub & Brewing,Blackberry Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,5.2,"A great summer fruit beer, with 168 pounds of blackberry puree added to a light ale base. The blackberries add a distinct purple haze, and hopping is light to allow the berries to be the featured flavor. The ABV is 5.2% and hop bitterness is 22 BU's.",,,
591,beer_Blackbird_Oatmeal_Stout,Flying Bison Brewing,Blackbird Oatmeal Stout,British Ale,Oatmeal Stout,2010-07-22 20:00:20,,"A rich, dark and malty ale with plenty of roasted barley flavor. Blackbird has a silky smooth oatmeal finish. It is one of our NEW flagship's and is now available year round.",,,
592,beer_Blackbird_Porter,Flagstaff Brewing,Blackbird Porter,Irish Ale,Porter,2010-07-22 20:00:20,,,,,
593,beer_Blackburn_Doppelbock,Founders Hill Brewing,Blackburn Doppelbock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,7.9,,,,
594,beer_Blackened_Voodoo,Dixie Brewing,Blackened Voodoo,North American Lager,American-Style Lager,2010-07-22 20:00:20,5,"Inspired by old-world brewing methods, this bewitching all-malt brew is a darkly rich, exotic lager, crafted with a touch of magical New Orleans spirit.",,,
595,beer_Blackforest_Lager,Trap Rock Restaurant and Brewery,Blackforest Lager,German Lager,German-Style Schwarzbier,2010-07-22 20:00:20,,,,,
596,beer_Blackfriar,Inveralmond Brewery,Blackfriar,British Ale,Scotch Ale,2010-07-22 20:00:20,7,,,,
597,beer_Blackout,DuClaw,Blackout,German Lager,German-Style Schwarzbier,2010-07-22 20:00:20,5,"Succumb to this dark, medium bodied German-style dark lagerâs smooth roasted flavors and light hoppy bitterness. Donât worry, youâll remember everything the next morning.",,,
598,beer_Blackout_Stout,Great Lakes Brewing,Blackout Stout,North American Ale,American-Style Imperial Stout,2010-07-22 20:00:20,9,A Russian Imperial Stout with a hearty malt body and bold hop flavor.,,,
599,beer_Blacksburger_Pils,Blacksburg Brewing Company,Blacksburger Pils,German Lager,German-Style Pilsener,2010-07-22 20:00:20,4.7,,,,
600,beer_Blacksmith_Bitter_Ale,O'Grady's Brewery and Pub #1,Blacksmith Bitter Ale,,,2010-07-22 20:00:20,,,,,
601,beer_Blacksmith_Porter,Nor'Wester Brewery and Public House,Blacksmith Porter,Irish Ale,Porter,2010-07-22 20:00:20,,,,,
602,beer_Blacksmith_Stout,Founders Hill Brewing,Blacksmith Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
603,beer_Blackstone_Stout,Upstream Brewing Old Market,Blackstone Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,4.4,"Bold with a soft finish, our darkest beer has plenty of malt flavor with undertones of coffee and chocolate. The addition of oatmeal to the brew adds extra smoothness and a thick creamy head.",,,
604,beer_Blacktop_Porter,Pacific Rim Brewing,Blacktop Porter,Irish Ale,Porter,2010-07-22 20:00:20,,,,,
605,beer_Blackwood_Mountain_Stout,Top of the Hill Restaurant and Brewery,Blackwood Mountain Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
606,beer_Black_&_Blue,Dogfish Head Craft Brewery,Black & Blue,Other Style,Fruit Beer,2010-07-22 20:00:20,10,A belgian-style Strong ale fermented with blackberries and blueberries.,,,
607,beer_Black_Abbot_/_Schwarzer_Abt,Klosterbrauerei Neuzelle,Black Abbot / Schwarzer Abt,German Lager,German-Style Schwarzbier,2010-07-22 20:00:20,3.9,,,,
608,beer_Black_Albert,De Struise Brouwers,Black Albert,North American Ale,American-Style Imperial Stout,2010-07-22 20:00:20,13,,,,
609,beer_Black_and_Tan,Gray Brewing,Black and Tan,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
610,beer_Black_Angus_Oatmeal_Stout,Lafayette Brewing,Black Angus Oatmeal Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
611,beer_Black_Bavarian_Lager,Sprecher Brewing,Black Bavarian Lager,German Lager,German-Style Schwarzbier,2010-07-22 20:00:20,5.86,"This intensely dark Kulmbacher style lager has a superb malt complexity with the distinctive flavors and aromas of coffee, caramel and chocolate.

A renowned smoothness and a creamy, tan head make it a world champion.",,,
